hbresname,discharge_fin_yr_end,sex,age_grp,stays,rate,hb_code
NHS Greater Glasgow & Clyde,2014,Male,45-54,43,52.59,S08000021
NHS Highland,2014,Male,45-54,14,57.21,S08000022
NHS Lanarkshire,2014,Male,45-54,31,62.79,S08000023
NHS Lothian,2014,Male,45-54,28,46.7,S08000024
NHS Orkney Islands,2014,Male,45-54,2,113.19,S08000025
NHS Tayside,2014,Male,45-54,5,17.08,S08000030
Other,2014,Male,45-54,4,-,Other
NHS Scotland,2014,Male,45-54,187,47.96,NHS Scotland
NHS Ayrshire & Arran,2014,Male,55-64,13,53.38,S08000015
NHS Borders,2014,Male,55-64,4,49.22,S08000016
NHS Dumfries & Galloway,2014,Male,55-64,3,27.99,S08000017
NHS Fife,2014,Male,55-64,9,39.26,S08000029
NHS Forth Valley,2014,Male,55-64,4,21.97,S08000019
NHS Grampian,2014,Male,55-64,13,36.06,S08000020
NHS Greater Glasgow & Clyde,2014,Male,55-64,44,68.54,S08000021
NHS Highland,2014,Male,55-64,14,61.85,S08000022
NHS Lanarkshire,2014,Male,55-64,12,30.31,S08000023
NHS Lothian,2014,Male,55-64,32,68.53,S08000024
NHS Orkney Islands,2014,Male,55-64,1,64.06,S08000025
NHS Tayside,2014,Male,55-64,3,11.68,S08000030
NHS Western Isles,2014,Male,55-64,1,49.24,S08000028
Other,2014,Male,55-64,1,-,Other
NHS Scotland,2014,Male,55-64,154,47.48,NHS Scotland
NHS Ayrshire & Arran,2014,Male,65-74,9,44.22,S08000015
NHS Borders,2014,Male,65-74,4,57.27,S08000016
NHS Dumfries & Galloway,2014,Male,65-74,2,21.37,S08000017
NHS Fife,2014,Male,65-74,6,32.18,S08000029
NHS Forth Valley,2014,Male,65-74,7,49.37,S08000019
NHS Grampian,2014,Male,65-74,9,35.07,S08000020
NHS Greater Glasgow & Clyde,2014,Male,65-74,32,70.25,S08000021
NHS Highland,2014,Male,65-74,7,38.03,S08000022
NHS Lanarkshire,2014,Male,65-74,12,41.46,S08000023
NHS Lothian,2014,Male,65-74,13,38.39,S08000024
NHS Shetland Islands,2014,Male,65-74,1,81.17,S08000026
NHS Tayside,2014,Male,65-74,11,52.83,S08000030
NHS Western Isles,2014,Male,65-74,2,117.79,S08000028
Other,2014,Male,65-74,4,-,Other
NHS Scotland,2014,Male,65-74,119,48.18,NHS Scotland
NHS Ayrshire & Arran,2014,Male,65+,19,56.2,S08000015
NHS Borders,2014,Male,65+,9,76.68,S08000016
NHS Dumfries & Galloway,2014,Male,65+,4,24.92,S08000017
NHS Fife,2014,Male,65+,8,25.95,S08000029
NHS Forth Valley,2014,Male,65+,8,34.19,S08000019
NHS Grampian,2014,Male,65+,13,30.03,S08000020
NHS Greater Glasgow & Clyde,2014,Male,65+,58,74.62,S08000021
NHS Highland,2014,Male,65+,18,59.33,S08000022
NHS Lanarkshire,2014,Male,65+,21,44.34,S08000023
NHS Lothian,2014,Male,65+,26,45.06,S08000024
NHS Shetland Islands,2014,Male,65+,2,103.09,S08000026
NHS Tayside,2014,Male,65+,14,38.71,S08000030
NHS Western Isles,2014,Male,65+,2,71.43,S08000028
Other,2014,Male,65+,7,-,Other
NHS Scotland,2014,Male,65+,209,50.33,NHS Scotland
NHS Ayrshire & Arran,2014,Male,75-84,10,93.5,S08000015
NHS Borders,2014,Male,75-84,4,107.61,S08000016
NHS Dumfries & Galloway,2014,Male,75-84,2,37.91,S08000017
NHS Fife,2014,Male,75-84,1,10.49,S08000029
NHS Forth Valley,2014,Male,75-84,1,13.56,S08000019
NHS Grampian,2014,Male,75-84,2,14.6,S08000020
NHS Greater Glasgow & Clyde,2014,Male,75-84,20,78.74,S08000021
NHS Highland,2014,Male,75-84,4,42.33,S08000022
NHS Lanarkshire,2014,Male,75-84,5,33.55,S08000023
NHS Lothian,2014,Male,75-84,9,48.72,S08000024
NHS Shetland Islands,2014,Male,75-84,1,177.94,S08000026
NHS Tayside,2014,Male,75-84,1,8.39,S08000030
Other,2014,Male,75-84,3,-,Other
NHS Scotland,2014,Male,75-84,63,47.55,NHS Scotland
NHS Ayrshire & Arran,2014,Male,75+,10,74.31,S08000015
NHS Borders,2014,Male,75+,5,105.2,S08000016
NHS Dumfries & Galloway,2014,Male,75+,2,29.88,S08000017
NHS Fife,2014,Male,75+,2,16.41,S08000029
NHS Forth Valley,2014,Male,75+,1,10.84,S08000019
NHS Grampian,2014,Male,75+,4,22.7,S08000020
NHS Greater Glasgow & Clyde,2014,Male,75+,26,80.8,S08000021
NHS Highland,2014,Male,75+,11,92.19,S08000022
NHS Lanarkshire,2014,Male,75+,9,48.86,S08000023
NHS Lothian,2014,Male,75+,13,54.54,S08000024
NHS Shetland Islands,2014,Male,75+,1,141.24,S08000026
NHS Tayside,2014,Male,75+,3,19.55,S08000030
Other,2014,Male,75+,3,-,Other
NHS Scotland,2014,Male,75+,90,53.48,NHS Scotland
NHS Borders,2014,Male,85+,1,96.53,S08000016
NHS Fife,2014,Male,85+,1,37.72,S08000029
NHS Grampian,2014,Male,85+,2,50.93,S08000020
NHS Greater Glasgow & Clyde,2014,Male,85+,6,88.51,S08000021
NHS Highland,2014,Male,85+,7,281.92,S08000022
NHS Lanarkshire,2014,Male,85+,4,113.77,S08000023
NHS Lothian,2014,Male,85+,4,74.59,S08000024
NHS Tayside,2014,Male,85+,2,58.38,S08000030
NHS Scotland,2014,Male,85+,27,75.44,NHS Scotland
NHS Ayrshire & Arran,2014,Male,All ages,159,89.21,S08000015
NHS Borders,2014,Male,All ages,37,66.89,S08000016
NHS Dumfries & Galloway,2014,Male,All ages,53,72.62,S08000017
NHS Fife,2014,Male,All ages,126,70.8,S08000029
NHS Forth Valley,2014,Male,All ages,107,73.39,S08000019
NHS Grampian,2014,Male,All ages,157,54.67,S08000020
NHS Greater Glasgow & Clyde,2014,Male,All ages,597,108.97,S08000021
NHS Highland,2014,Male,All ages,144,91.44,S08000022
NHS Lanarkshire,2014,Male,All ages,292,92.72,S08000023
NHS Lothian,2014,Male,All ages,389,94.2,S08000024
NHS Orkney Islands,2014,Male,All ages,6,55.95,S08000025
NHS Shetland Islands,2014,Male,All ages,4,33.98,S08000026
NHS Tayside,2014,Male,All ages,136,68,S08000030
NHS Western Isles,2014,Male,All ages,10,73.97,S08000028
Other,2014,Male,All ages,31,-,Other
NHS Scotland,2014,Male,All ages,2248,86.91,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,00-14,144,247.34,S08000015
NHS Borders,2015,Both Sexes,00-14,41,229.89,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,00-14,51,228.55,S08000017
NHS Fife,2015,Both Sexes,00-14,95,158.52,S08000029
NHS Forth Valley,2015,Both Sexes,00-14,107,216.77,S08000019
NHS Grampian,2015,Both Sexes,00-14,114,123.01,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,00-14,551,306.06,S08000021
NHS Highland,2015,Both Sexes,00-14,112,224.42,S08000022
NHS Lanarkshire,2015,Both Sexes,00-14,306,276.72,S08000023
NHS Lothian,2015,Both Sexes,00-14,382,279.19,S08000024
NHS Orkney,2015,Both Sexes,00-14,1,30.71,S08000025
NHS Shetland,2015,Both Sexes,00-14,1,24.87,S08000026
NHS Tayside,2015,Both Sexes,00-14,140,220.81,S08000030
NHS Western Isles,2015,Both Sexes,00-14,5,121.51,S08000028
Other,2015,Both Sexes,00-14,25,-,Other
NHS Scotland,2015,Both Sexes,00-14,2075,243.41,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,15-24,70,162.23,S08000015
NHS Borders,2015,Both Sexes,15-24,14,119.85,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,15-24,11,68.45,S08000017
NHS Fife,2015,Both Sexes,15-24,52,113.08,S08000029
NHS Forth Valley,2015,Both Sexes,15-24,27,70.99,S08000019
NHS Grampian,2015,Both Sexes,15-24,41,54.41,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,15-24,195,125.35,S08000021
NHS Highland,2015,Both Sexes,15-24,25,72.35,S08000022
NHS Lanarkshire,2015,Both Sexes,15-24,90,114.52,S08000023
NHS Lothian,2015,Both Sexes,15-24,151,130.98,S08000024
NHS Orkney,2015,Both Sexes,15-24,3,125.37,S08000025
NHS Shetland,2015,Both Sexes,15-24,1,37.29,S08000026
NHS Tayside,2015,Both Sexes,15-24,35,63.83,S08000030
NHS Western Isles,2015,Both Sexes,15-24,4,152.03,S08000028
Other,2015,Both Sexes,15-24,8,-,Other
NHS Scotland,2015,Both Sexes,15-24,727,107.42,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,25-34,53,133.6,S08000015
NHS Borders,2015,Both Sexes,25-34,11,108.11,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,25-34,14,95.68,S08000017
NHS Fife,2015,Both Sexes,25-34,62,147.4,S08000029
NHS Forth Valley,2015,Both Sexes,25-34,16,46.33,S08000019
NHS Grampian,2015,Both Sexes,25-34,54,64.55,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,25-34,159,93.53,S08000021
NHS Highland,2015,Both Sexes,25-34,17,49.82,S08000022
NHS Lanarkshire,2015,Both Sexes,25-34,69,86.52,S08000023
NHS Lothian,2015,Both Sexes,25-34,137,102.41,S08000024
NHS Shetland,2015,Both Sexes,25-34,1,37.2,S08000026
NHS Tayside,2015,Both Sexes,25-34,40,77.88,S08000030
NHS Western Isles,2015,Both Sexes,25-34,1,38.71,S08000028
Other,2015,Both Sexes,25-34,11,-,Other
NHS Scotland,2015,Both Sexes,25-34,645,91.98,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,35-44,61,138.88,S08000015
NHS Borders,2015,Both Sexes,35-44,13,99.46,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,35-44,16,100.03,S08000017
NHS Fife,2015,Both Sexes,35-44,42,92.45,S08000029
NHS Forth Valley,2015,Both Sexes,35-44,33,83.08,S08000019
NHS Grampian,2015,Both Sexes,35-44,40,52,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,35-44,150,103.99,S08000021
NHS Highland,2015,Both Sexes,35-44,30,80.53,S08000022
NHS Lanarkshire,2015,Both Sexes,35-44,95,110.33,S08000023
NHS Lothian,2015,Both Sexes,35-44,125,106.72,S08000024
NHS Orkney,2015,Both Sexes,35-44,2,80.29,S08000025
NHS Tayside,2015,Both Sexes,35-44,29,61.38,S08000030
NHS Western Isles,2015,Both Sexes,35-44,1,30.53,S08000028
Other,2015,Both Sexes,35-44,11,-,Other
NHS Scotland,2015,Both Sexes,35-44,648,95.88,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,45-54,73,127.66,S08000015
NHS Borders,2015,Both Sexes,45-54,21,114.54,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,45-54,9,38.61,S08000017
NHS Fife,2015,Both Sexes,45-54,58,104.61,S08000029
NHS Forth Valley,2015,Both Sexes,45-54,34,72.37,S08000019
NHS Grampian,2015,Both Sexes,45-54,47,55.51,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,45-54,218,127.72,S08000021
NHS Highland,2015,Both Sexes,45-54,47,94.7,S08000022
NHS Lanarkshire,2015,Both Sexes,45-54,110,107.17,S08000023
NHS Lothian,2015,Both Sexes,45-54,132,108.01,S08000024
NHS Orkney,2015,Both Sexes,45-54,2,58.5,S08000025
NHS Shetland,2015,Both Sexes,45-54,1,28.8,S08000026
NHS Tayside,2015,Both Sexes,45-54,37,61.51,S08000030
NHS Western Isles,2015,Both Sexes,45-54,1,23.87,S08000028
Other,2015,Both Sexes,45-54,8,-,Other
NHS Scotland,2015,Both Sexes,45-54,798,99.46,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,55-64,71,139.45,S08000015
NHS Borders,2015,Both Sexes,55-64,4,24.08,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,55-64,22,100.69,S08000017
NHS Fife,2015,Both Sexes,55-64,44,92.98,S08000029
NHS Forth Valley,2015,Both Sexes,55-64,23,61.17,S08000019
NHS Grampian,2015,Both Sexes,55-64,37,51.47,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,55-64,168,124.42,S08000021
NHS Highland,2015,Both Sexes,55-64,34,73.73,S08000022
NHS Lanarkshire,2015,Both Sexes,55-64,93,111.69,S08000023
NHS Lothian,2015,Both Sexes,55-64,87,89.82,S08000024
NHS Orkney,2015,Both Sexes,55-64,1,32.57,S08000025
NHS Shetland,2015,Both Sexes,55-64,2,64.58,S08000026
NHS Tayside,2015,Both Sexes,55-64,19,35.95,S08000030
NHS Western Isles,2015,Both Sexes,55-64,3,74.93,S08000028
Other,2015,Both Sexes,55-64,7,-,Other
NHS Scotland,2015,Both Sexes,55-64,615,91.73,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,65-74,38,86.26,S08000015
NHS Borders,2015,Both Sexes,65-74,9,60.97,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,65-74,10,50.29,S08000017
NHS Fife,2015,Both Sexes,65-74,26,64.57,S08000029
NHS Forth Valley,2015,Both Sexes,65-74,24,78.23,S08000019
NHS Grampian,2015,Both Sexes,65-74,27,49.05,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,65-74,78,78.23,S08000021
NHS Highland,2015,Both Sexes,65-74,16,40.82,S08000022
NHS Lanarkshire,2015,Both Sexes,65-74,46,72.3,S08000023
NHS Lothian,2015,Both Sexes,65-74,71,95.48,S08000024
NHS Orkney,2015,Both Sexes,65-74,2,73.05,S08000025
NHS Tayside,2015,Both Sexes,65-74,19,42.29,S08000030
NHS Western Isles,2015,Both Sexes,65-74,2,57.01,S08000028
Other,2015,Both Sexes,65-74,5,-,Other
NHS Scotland,2015,Both Sexes,65-74,373,69.69,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,65+,101,129.35,S08000015
NHS Borders,2015,Both Sexes,65+,18,68.36,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,65+,18,50.3,S08000017
NHS Fife,2015,Both Sexes,65+,40,56.28,S08000029
NHS Forth Valley,2015,Both Sexes,65+,48,88.62,S08000019
NHS Grampian,2015,Both Sexes,65+,56,56.53,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,65+,214,114.41,S08000021
NHS Highland,2015,Both Sexes,65+,44,63.63,S08000022
NHS Lanarkshire,2015,Both Sexes,65+,86,76.53,S08000023
NHS Lothian,2015,Both Sexes,65+,125,91.89,S08000024
NHS Orkney,2015,Both Sexes,65+,2,42.42,S08000025
NHS Tayside,2015,Both Sexes,65+,38,45.26,S08000030
NHS Western Isles,2015,Both Sexes,65+,6,93.01,S08000028
Other,2015,Both Sexes,65+,14,-,Other
NHS Scotland,2015,Both Sexes,65+,810,83.64,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,75-84,42,166.29,S08000015
NHS Borders,2015,Both Sexes,75-84,7,82.25,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,75-84,8,67.72,S08000017
NHS Fife,2015,Both Sexes,75-84,7,31.03,S08000029
NHS Forth Valley,2015,Both Sexes,75-84,17,96.4,S08000019
NHS Grampian,2015,Both Sexes,75-84,22,68.75,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,75-84,108,167.79,S08000021
NHS Highland,2015,Both Sexes,75-84,19,86.25,S08000022
NHS Lanarkshire,2015,Both Sexes,75-84,26,70.17,S08000023
NHS Lothian,2015,Both Sexes,75-84,38,84.98,S08000024
NHS Tayside,2015,Both Sexes,75-84,16,56.9,S08000030
NHS Western Isles,2015,Both Sexes,75-84,4,192.49,S08000028
Other,2015,Both Sexes,75-84,6,-,Other
NHS Scotland,2015,Both Sexes,75-84,320,100.36,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,75+,63,185.15,S08000015
NHS Borders,2015,Both Sexes,75+,9,77.8,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,75+,8,50.32,S08000017
NHS Fife,2015,Both Sexes,75+,14,45.44,S08000029
NHS Forth Valley,2015,Both Sexes,75+,24,102.18,S08000019
NHS Grampian,2015,Both Sexes,75+,29,65.88,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,75+,136,155.72,S08000021
NHS Highland,2015,Both Sexes,75+,28,93.48,S08000022
NHS Lanarkshire,2015,Both Sexes,75+,40,82.06,S08000023
NHS Lothian,2015,Both Sexes,75+,54,87.55,S08000024
NHS Tayside,2015,Both Sexes,75+,19,48.68,S08000030
NHS Western Isles,2015,Both Sexes,75+,4,135.92,S08000028
Other,2015,Both Sexes,75+,9,-,Other
NHS Scotland,2015,Both Sexes,75+,437,100.87,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,85+,21,239.45,S08000015
NHS Borders,2015,Both Sexes,85+,2,65.42,S08000016
NHS Fife,2015,Both Sexes,85+,7,84.83,S08000029
NHS Forth Valley,2015,Both Sexes,85+,7,119.62,S08000019
NHS Grampian,2015,Both Sexes,85+,7,58.24,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,85+,28,121.9,S08000021
NHS Highland,2015,Both Sexes,85+,9,113.56,S08000022
NHS Lanarkshire,2015,Both Sexes,85+,14,119.73,S08000023
NHS Lothian,2015,Both Sexes,85+,16,94.35,S08000024
NHS Tayside,2015,Both Sexes,85+,3,27.5,S08000030
Other,2015,Both Sexes,85+,3,-,Other
NHS Scotland,2015,Both Sexes,85+,117,102.29,NHS Scotland
NHS Ayrshire & Arran,2015,Both Sexes,All ages,573,154.39,S08000015
NHS Borders,2015,Both Sexes,All ages,122,106.98,S08000016
NHS Dumfries & Galloway,2015,Both Sexes,All ages,141,94.03,S08000017
NHS Fife,2015,Both Sexes,All ages,393,107.01,S08000029
NHS Forth Valley,2015,Both Sexes,All ages,288,95.87,S08000019
NHS Grampian,2015,Both Sexes,All ages,389,66.58,S08000020
NHS Greater Glasgow & Clyde,2015,Both Sexes,All ages,1655,144.85,S08000021
NHS Highland,2015,Both Sexes,All ages,309,96.34,S08000022
NHS Lanarkshire,2015,Both Sexes,All ages,849,129.96,S08000023
NHS Lothian,2015,Both Sexes,All ages,1139,132.73,S08000024
NHS Orkney,2015,Both Sexes,All ages,11,50.97,S08000025
NHS Shetland,2015,Both Sexes,All ages,6,25.84,S08000026
NHS Tayside,2015,Both Sexes,All ages,338,81.68,S08000030
NHS Western Isles,2015,Both Sexes,All ages,21,77.06,S08000028
Other,2015,Both Sexes,All ages,84,-,Other
NHS Scotland,2015,Both Sexes,All ages,6318,118.15,NHS Scotland
NHS Ayrshire & Arran,2015,Female,00-14,61,213.67,S08000015
NHS Borders,2015,Female,00-14,17,193.91,S08000016
NHS Dumfries & Galloway,2015,Female,00-14,18,165.91,S08000017
NHS Fife,2015,Female,00-14,35,120.47,S08000029
NHS Forth Valley,2015,Female,00-14,46,190.41,S08000019
NHS Grampian,2015,Female,00-14,46,101.98,S08000020
NHS Greater Glasgow & Clyde,2015,Female,00-14,203,230.08,S08000021
NHS Highland,2015,Female,00-14,50,205.19,S08000022
NHS Lanarkshire,2015,Female,00-14,124,228.48,S08000023
NHS Lothian,2015,Female,00-14,110,164.23,S08000024
NHS Tayside,2015,Female,00-14,42,135.72,S08000030
NHS Western Isles,2015,Female,00-14,4,200.8,S08000028
Other,2015,Female,00-14,9,-,Other
NHS Scotland,2015,Female,00-14,765,183.55,NHS Scotland
NHS Ayrshire & Arran,2015,Female,15-24,44,207.33,S08000015
NHS Borders,2015,Female,15-24,14,240.47,S08000016
NHS Dumfries & Galloway,2015,Female,15-24,6,76.11,S08000017
NHS Fife,2015,Female,15-24,40,172.69,S08000029
NHS Forth Valley,2015,Female,15-24,15,80.65,S08000019
NHS Grampian,2015,Female,15-24,24,64.52,S08000020
NHS Greater Glasgow & Clyde,2015,Female,15-24,118,152.34,S08000021
NHS Highland,2015,Female,15-24,12,74.74,S08000022
NHS Lanarkshire,2015,Female,15-24,53,138.07,S08000023
NHS Lothian,2015,Female,15-24,106,180.5,S08000024
NHS Orkney,2015,Female,15-24,3,273.47,S08000025
NHS Shetland,2015,Female,15-24,1,77.88,S08000026
NHS Tayside,2015,Female,15-24,22,81.15,S08000030
NHS Western Isles,2015,Female,15-24,4,314.71,S08000028
Other,2015,Female,15-24,5,-,Other
NHS Scotland,2015,Female,15-24,467,139.29,NHS Scotland
NHS Ayrshire & Arran,2015,Female,25-34,39,188.94,S08000015
NHS Borders,2015,Female,25-34,8,152.21,S08000016
NHS Dumfries & Galloway,2015,Female,25-34,7,93.18,S08000017
NHS Fife,2015,Female,25-34,48,220.07,S08000029
NHS Forth Valley,2015,Female,25-34,13,72.69,S08000019
NHS Grampian,2015,Female,25-34,29,70.35,S08000020
NHS Greater Glasgow & Clyde,2015,Female,25-34,106,123.79,S08000021
NHS Highland,2015,Female,25-34,15,88.87,S08000022
NHS Lanarkshire,2015,Female,25-34,44,106.45,S08000023
NHS Lothian,2015,Female,25-34,97,141.21,S08000024
NHS Shetland,2015,Female,25-34,1,75.76,S08000026
NHS Tayside,2015,Female,25-34,22,85.24,S08000030
NHS Western Isles,2015,Female,25-34,1,77.7,S08000028
Other,2015,Female,25-34,7,-,Other
NHS Scotland,2015,Female,25-34,437,122.61,NHS Scotland
NHS Ayrshire & Arran,2015,Female,35-44,44,189.21,S08000015
NHS Borders,2015,Female,35-44,8,116.86,S08000016
NHS Dumfries & Galloway,2015,Female,35-44,10,119.82,S08000017
NHS Fife,2015,Female,35-44,30,128.42,S08000029
NHS Forth Valley,2015,Female,35-44,26,126.74,S08000019
NHS Grampian,2015,Female,35-44,29,76.01,S08000020
NHS Greater Glasgow & Clyde,2015,Female,35-44,116,156.24,S08000021
NHS Highland,2015,Female,35-44,21,108.49,S08000022
NHS Lanarkshire,2015,Female,35-44,69,155.85,S08000023
NHS Lothian,2015,Female,35-44,96,163.74,S08000024
NHS Orkney,2015,Female,35-44,1,76.1,S08000025
NHS Tayside,2015,Female,35-44,20,82.08,S08000030
NHS Western Isles,2015,Female,35-44,1,60.57,S08000028
Other,2015,Female,35-44,8,-,Other
NHS Scotland,2015,Female,35-44,479,138.52,NHS Scotland
NHS Ayrshire & Arran,2015,Female,45-54,53,177,S08000015
NHS Borders,2015,Female,45-54,18,193.4,S08000016
NHS Dumfries & Galloway,2015,Female,45-54,7,57.79,S08000017
NHS Fife,2015,Female,45-54,47,165.49,S08000029
NHS Forth Valley,2015,Female,45-54,26,108.8,S08000019
NHS Grampian,2015,Female,45-54,32,75.04,S08000020
NHS Greater Glasgow & Clyde,2015,Female,45-54,152,170.31,S08000021
NHS Highland,2015,Female,45-54,34,133.96,S08000022
NHS Lanarkshire,2015,Female,45-54,71,134.26,S08000023
NHS Lothian,2015,Female,45-54,102,164.85,S08000024
NHS Orkney,2015,Female,45-54,2,119.19,S08000025
NHS Shetland,2015,Female,45-54,1,58.79,S08000026
NHS Tayside,2015,Female,45-54,25,80.95,S08000030
NHS Western Isles,2015,Female,45-54,1,47.96,S08000028
Other,2015,Female,45-54,2,-,Other
NHS Scotland,2015,Female,45-54,573,139.07,NHS Scotland
NHS Ayrshire & Arran,2015,Female,55-64,46,174.11,S08000015
NHS Borders,2015,Female,55-64,1,11.85,S08000016
NHS Dumfries & Galloway,2015,Female,55-64,10,89.61,S08000017
NHS Fife,2015,Female,55-64,37,152.19,S08000029
NHS Forth Valley,2015,Female,55-64,18,93.55,S08000019
NHS Grampian,2015,Female,55-64,29,80.78,S08000020
NHS Greater Glasgow & Clyde,2015,Female,55-64,119,170.95,S08000021
NHS Highland,2015,Female,55-64,23,97.93,S08000022
NHS Lanarkshire,2015,Female,55-64,70,161.93,S08000023
NHS Lothian,2015,Female,55-64,64,129.19,S08000024
NHS Shetland,2015,Female,55-64,2,132.1,S08000026
NHS Tayside,2015,Female,55-64,10,37.08,S08000030
NHS Western Isles,2015,Female,55-64,1,50.66,S08000028
Other,2015,Female,55-64,6,-,Other
NHS Scotland,2015,Female,55-64,436,127,NHS Scotland
NHS Ayrshire & Arran,2015,Female,65-74,23,98.84,S08000015
NHS Borders,2015,Female,65-74,7,92.03,S08000016
NHS Dumfries & Galloway,2015,Female,65-74,6,58.58,S08000017
NHS Fife,2015,Female,65-74,14,66.53,S08000029
NHS Forth Valley,2015,Female,65-74,16,99.53,S08000019
NHS Grampian,2015,Female,65-74,21,73.94,S08000020
NHS Greater Glasgow & Clyde,2015,Female,65-74,59,110.67,S08000021
NHS Highland,2015,Female,65-74,12,59.6,S08000022
NHS Lanarkshire,2015,Female,65-74,29,85.52,S08000023
NHS Lothian,2015,Female,65-74,51,129.34,S08000024
NHS Orkney,2015,Female,65-74,2,142.86,S08000025
NHS Tayside,2015,Female,65-74,12,50.88,S08000030
Other,2015,Female,65-74,4,-,Other
NHS Scotland,2015,Female,65-74,256,90.98,NHS Scotland
NHS Ayrshire & Arran,2015,Female,65+,58,133.72,S08000015
NHS Borders,2015,Female,65+,14,98,S08000016
NHS Dumfries & Galloway,2015,Female,65+,12,62.26,S08000017
NHS Fife,2015,Female,65+,21,53.52,S08000029
NHS Forth Valley,2015,Female,65+,31,103.4,S08000019
NHS Grampian,2015,Female,65+,45,82.75,S08000020
NHS Greater Glasgow & Clyde,2015,Female,65+,151,140.09,S08000021
NHS Highland,2015,Female,65+,31,82.14,S08000022
NHS Lanarkshire,2015,Female,65+,55,86.35,S08000023
NHS Lothian,2015,Female,65+,89,116.2,S08000024
NHS Orkney,2015,Female,65+,2,79.59,S08000025
NHS Tayside,2015,Female,65+,29,61.91,S08000030
NHS Western Isles,2015,Female,65+,4,112.8,S08000028
