FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,4.7,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,6.4,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2008,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2012,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,5.3,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2016,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,5.1,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,3.5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,6.9,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,4.9,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2016,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,6.2,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2009,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,5.8,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2014,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2013,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,4.8,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,4.9,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,6.1,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,5.9,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,5.3,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,4.6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,6.6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,4.5,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,8.1,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2017,Percent,Percent Of Adults,6,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,6.8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,6.1,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2017,Percent,Percent Of Adults,8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,8.9,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,7.1,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,6,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,11.6,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2009,Percent,Percent Of Adults,8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,9.8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,10.2,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",All
S92000003,2015,Percent,Percent Of Adults,9,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2011,Percent,Percent Of Adults,9,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2012,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,5.6,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,2.8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2017,Percent,Percent Of Adults,11,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,5.8,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,3.9,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2015,Percent,Percent Of Adults,4,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2015,Percent,Percent Of Adults,4,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2013,Percent,Percent Of Adults,6,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,7.7,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,5.2,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,11.2,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male
S92000003,2009,Percent,Percent Of Adults,8,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,4.3,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,5.6,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,5.7,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,5.4,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2009,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,4.8,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2010,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,4,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,6.5,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2019,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,6.7,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,4.1,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,5.5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,4.6,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,4.2,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,3.9,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,4.8,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2011,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2008,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,5.9,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,4.7,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,4.1,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,4.3,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,7.3,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2014,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,4.3,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2016,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2017,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,4.1,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,4.1,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,6.6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,6.1,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,4.5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2010,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,3.8,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2018,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,5.6,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,4.9,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,4.6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,5.7,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,3.9,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2011,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2013,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,4.7,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,6.8,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,3.3,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,3.8,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2012,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2008,Percent,Percent Of Adults,6,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,4.4,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2013,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,6.1,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,6.3,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,4.4,Number of natural teeth (including crowns): Fewer than 10,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,70.6,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,77.7,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2012,Percent,Percent Of Adults,72,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,74.4,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,70.9,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,74.1,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2014,Percent,Percent Of Adults,76,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2018,Percent,Percent Of Adults,77,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,78.2,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2010,Percent,Percent Of Adults,73,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,78,Number of natural teeth (including crowns): 20 or more,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,70.1,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2012,Percent,Percent Of Adults,73,Number of natural teeth (including crowns): 20 or more,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,78.9,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,79.8,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,74,Number of natural teeth (including crowns): 20 or more,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,74.2,Number of natural teeth (including crowns): 20 or more,All
S92000003,2018,Percent,Percent Of Adults,77,Number of natural teeth (including crowns): 20 or more,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,70.9,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,77.7,Number of natural teeth (including crowns): 20 or more,All
